,Project Number,Contractor
90793,115546,SunRun Inc.
90794,110178,Sunnova Energy Corp.
90795,138486,Sunnova Energy Corp.
90796,179238,Vivint Solar Development LLC
90797,118621,Sunnova Energy Corp.
90798,130028,SunPower Capital LLC
90799,139044,Sea Bright Solar
90800,152518,SunPower Capital LLC
90801,116896,Sunnova Energy Corp.
90802,163072,SunRun Inc.
90803,114133,"Nickels Energy Solutions, LLC"
90804,126154,Sunnova Energy Corp.
90805,177370,"Solcius, LLC"
90806,175711,SunPower Capital LLC
90807,153271,SunBlue Energy (dba for Florenton River LLC)
90808,116833,Kamtech Restoration Corp
90809,169795,Sunnova Energy Corp.
90810,162575,"Nickels Energy Solutions, LLC"
90811,160957,SunPower Capital LLC
90812,181326,Kamtech Restoration Corp
90813,165693,Momentum Solar (dba for Pro Custom Solar LLC)
90814,181608,Venture Home Solar LLC
90815,142525,Hudson Solar
90816,162158,
90817,157493,Vivint Solar Development LLC
90818,118010,Sunrise Energy Corp.
90819,178081,Kamtech Restoration Corp
90820,179186,Trinity Solar (dba for Trinity Heating and Air)
90821,117009,SunPower Capital LLC
90822,114534,SunRun Inc.
90823,114889,Amergy Solar Inc.
90824,148616,"SuNation Solar Systems, Inc."
90825,133797,SunRun Inc.
90826,116414,Trinity Solar (dba for Trinity Heating and Air)
90827,176239,
90828,158657,"Monolith Solar Associates, LLC"
90829,171180,SunRun Inc.
90830,121019,GreenLeaf Solar
90831,151480,SunPower Capital LLC
90832,112277,SunRun Inc.
90833,131855,SunRun Inc.
90834,116277,SunRun Inc.
90835,148956,SunPower Capital LLC
90836,159085,SunRun Inc.
90837,113264,Venture Home Solar LLC
90838,129402,"Solar Liberty Energy Systems, Inc."
90839,150254,SunRun Inc.
90840,111546,Vivint Solar Development LLC
90841,121573,SunRun Inc.
90842,121955,SunRun Inc.
90843,165078,SunPower Capital LLC
90844,111714,"Taitem Engineering, P.C."
90845,154829,Momentum Solar (dba for Pro Custom Solar LLC)
90846,172113,"PlugPV, LLC"
90847,118258,SunPower Capital LLC
90848,159614,SunPower Capital LLC
90849,131939,"Buffalo Solar Solutions, Inc."
90850,152888,Trinity Solar (dba for Trinity Heating and Air)
90851,129361,SunPower Capital LLC
90852,115863,SunPower Capital LLC
90853,159040,"Apex Roofing, LLC"
90854,168193,SunRun Inc.
90855,128996,"Integrity Solar Solutions, LLC"
90856,118098,SunRun Inc.
90857,154484,CIR Electrical Construction Corp.
90858,120280,"Renovus Energy, Inc"
90859,111024,SunRun Inc.
90860,112645,"DC Solar Integrators, LLC"
90861,117448,
90862,176808,Infinity Solar Systems LLC
90863,111293,Trinity Solar (dba for Trinity Heating and Air)
90864,113348,Albany Solar Solutions L.L.C.
90865,162044,SunCommon (dba for Hudson Valley Clean Energy)
90866,117247,SunRun Inc.
90867,129413,"Solar Liberty Energy Systems, Inc."
90868,164958,Trinity Solar (dba for Trinity Heating and Air)
90869,169183,SunPower Capital LLC
90870,112768,SunPower Capital LLC
90871,152935,"Empire Solar Solutions, LLC"
90872,177983,"Solar Liberty Energy Systems, Inc."
90873,109662,"Apex Solar Power, LLC"
90874,148651,SunPower Capital LLC
90875,153192,Vivint Solar Development LLC
90876,159470,SunPower Capital LLC
90877,158118,SunRun Inc.
90878,114038,"EmPower CES, LLC"
90879,114314,"SuNation Solar Systems, Inc."
90880,117694,"Paradise Energy Solutions, LLC"
90881,161473,SunRun Inc.
90882,156670,"Brooklyn SolarWorks, LLC"
90883,136126,Trinity Solar (dba for Trinity Heating and Air)
90884,111890,"Brooklyn SolarWorks, LLC"
90885,167259,SunPower Capital LLC
90886,174588,SunPower Capital LLC
90887,164054,SunPower Capital LLC
90888,175548,
90889,166106,"Solar Liberty Energy Systems, Inc."
90890,178055,SunPower Capital LLC
90891,172048,SunRun Inc.
90892,165938,"Solcius, LLC"
90893,151028,SunRun Inc.
90894,119196,"Integrity Solar Solutions, LLC"
90895,115988,"SuNation Solar Systems, Inc."
90896,177462,Kamtech Restoration Corp
90897,159763,Vivint Solar Development LLC
90898,174294,Renewable Rochester (dba for Viola Homes)
90899,163035,SunPower Capital LLC
90900,134454,Tesla Energy Operations Inc.
90901,167576,"Solar Liberty Energy Systems, Inc."
90902,111593,Tesla Energy Operations Inc.
90903,146505,"Apex Solar Power, LLC"
90904,166065,"Solcius, LLC"
90905,163605,SunPower Capital LLC
90906,152093,SunRun Inc.
90907,127077,"SuNation Solar Systems, Inc."
90908,180082,SunRun Inc.
90909,164834,"Empire Solar Solutions, LLC"
90910,172513,
90911,176441,"Empire Solar Solutions, LLC"
90912,157314,"You Save Green, Inc"
90913,136171,Vivint Solar Development LLC
90914,126756,Tesla Energy Operations Inc.
90915,114657,Vivint Solar Development LLC
90916,162220,SunRun Inc.
90917,166987,SunRun Inc.
90918,163865,1st Light Energy
90919,164254,SunRun Inc.
90920,148217,Kasselman Solar LLC
90921,168404,SunPower Capital LLC
90922,175831,SunPower Capital LLC
90923,154333,Tesla Energy Operations Inc.
90924,148164,SunRun Inc.
90925,180498,Vivint Solar Development LLC
90926,122273,Tesla Energy Operations Inc.
90927,172152,
90928,163399,SunPower Capital LLC
90929,161351,SunPower Capital LLC
90930,135006,SunRun Inc.
90931,154810,
90932,147640,Tesla Energy Operations Inc.
90933,176889,SunRun Inc.
90934,152422,SunRun Inc.
90935,164764,"Apex Solar Power, LLC"
90936,116147,"Solcius, LLC"
90937,161796,"Empire Solar Solutions, LLC"
90938,179557,
90939,110393,"Solcius, LLC"
90940,169107,SunRun Inc.
90941,121246,Tesla Energy Operations Inc.
90942,129999,"Renovus Energy, Inc"
90943,111941,SunRun Inc.
90944,121844,SunRun Inc.
90945,173139,SunRun Inc.
90946,123011,New York State Solar Farm
90947,170092,
90948,168433,
90949,119383,Tesla Energy Operations Inc.
90950,115914,SunRun Inc.
90951,116900,SunRun Inc.
90952,155552,"Solcius, LLC"
90953,126731,"Solar Liberty Energy Systems, Inc."
90954,161779,"Renovus Energy, Inc"
90955,179686,SunPower Capital LLC
90956,167459,SunPower Capital LLC
90957,156208,SunRun Inc.
90958,112550,SunRun Inc.
90959,156779,Sunnova Energy Corp.
90960,121204,Tesla Energy Operations Inc.
90961,167819,SunPower Capital LLC
90962,173916,Clean Energy Collective
90963,113126,"Monolith Solar Associates, LLC"
90964,149328,"Solar Energy Systems, LLC"
90965,156628,"Solcius, LLC"
90966,109483,"EmPower CES, LLC"
90967,110948,"Brooklyn SolarWorks, LLC"
90968,128112,Vivint Solar Development LLC
90969,152533,"Buffalo Solar Solutions, Inc."
90970,118552,SunRun Inc.
90971,128842,"Adirondack Battery & Solar, LLC"
90972,110167,Venture Home Solar LLC
90973,135655,SunRun Inc.
90974,171406,
90975,112421,SunRun Inc.
90976,163656,SunRun Inc.
90977,109802,SunRun Inc.
90978,161169,Tesla Energy Operations Inc.
90979,116618,SunPower Capital LLC
90980,151860,Kamtech Restoration Corp
90981,122408,SunPower Capital LLC
90982,109067,SunRun Inc.
90983,119613,"You Save Green, Inc"
90984,175929,Vivint Solar Development LLC
90985,142796,GreenSpark Solar (dba for Sustainable Energy Developments)
90986,167799,CIR Electrical Construction Corp.
90987,112914,Venture Home Solar LLC
90988,157678,SunPower Capital LLC
90989,154256,Venture Home Solar LLC
90990,158936,SunRun Inc.
90991,118174,"Solcius, LLC"
90992,118814,Sunnova Energy Corp.
90993,164899,SunRun Inc.
90994,165558,"PlugPV, LLC"
90995,110775,Tesla Energy Operations Inc.
90996,115130,"SuNation Solar Systems, Inc."
90997,117578,SunRun Inc.
90998,171482,Venture Home Solar LLC
90999,176631,SunRun Inc.
91000,160816,SunRun Inc.
91001,116500,SunRun Inc.
91002,164414,SunPower Capital LLC
91003,162842,"Empire Solar Solutions, LLC"
91004,112480,SunRun Inc.
91005,118069,SunPower Capital LLC
91006,114011,Sunnova Energy Corp.
91007,128433,SunRun Inc.
91008,176028,
91009,117734,SunRun Inc.
91010,161754,Tesla Energy Operations Inc.
91011,177922,SunRun Inc.
91012,164207,Vivint Solar Development LLC
91013,181408,
91014,115788,Venture Home Solar LLC
91015,120041,"Solcius, LLC"
91016,119849,Sunnova Energy Corp.
91017,171474,"ETM Solar Works, Inc."
91018,109792,"Solcius, LLC"
91019,154672,SunRun Inc.
91020,177292,"Buffalo Solar Solutions, Inc."
91021,163504,SunPower Capital LLC
91022,139941,SunPower Capital LLC
91023,168509,"Solcius, LLC"
91024,114139,SunPower Capital LLC
91025,156400,SunPower Capital LLC
91026,167592,OYA SOLAR NY L.P.
91027,121316,SunRun Inc.
91028,153749,SunRun Inc.
91029,119893,"Renovus Energy, Inc"
91030,144702,SunRun Inc.
91031,138374,SunRun Inc.
91032,167086,"Solcius, LLC"
91033,119319,Tesla Energy Operations Inc.
91034,127684,"Solcius, LLC"
91035,165627,SunRun Inc.
91036,172529,SunPower Capital LLC
91037,117415,"Brooklyn SolarWorks, LLC"
91038,158609,SunRun Inc.
91039,161039,"SuNation Solar Systems, Inc."
91040,160432,SunRun Inc.
91041,116026,SunPower Capital LLC
91042,161689,"PlugPV, LLC"
91043,126586,AEC Energy Corp./American Energy Care
91044,159339,SunRun Inc.
91045,166660,SunPower Capital LLC
91046,109495,Tesla Energy Operations Inc.
91047,108658,"DMV EQUITY, INC."
91048,114963,Monahan Solar Energy Inc
91049,113762,Tesla Energy Operations Inc.
91050,139774,SunPower Capital LLC
91051,169777,"Solcius, LLC"
91052,160561,SunPower Capital LLC
91053,180758,SunCommon (dba for Hudson Valley Clean Energy)
91054,128605,Tesla Energy Operations Inc.
91055,155113,SunRun Inc.
91056,118632,SunRun Inc.
91057,116973,SunRun Inc.
91058,113359,Kasselman Solar LLC
91059,154438,SunRun Inc.
91060,137605,"Buffalo Solar Solutions, Inc."
91061,114223,Trinity Solar (dba for Trinity Heating and Air)
91062,176489,
91063,174867,SunRun Inc.
91064,130588,SunPower Capital LLC
91065,125969,SunPower Capital LLC
91066,148372,SunPower Capital LLC
91067,154349,SunPower Capital LLC
91068,166191,SunRun Inc.
91069,116661,"Buffalo Solar Solutions, Inc."
91070,147005,Venture Home Solar LLC
91071,164104,SunRun Inc.
91072,148223,SunRun Inc.
91073,109646,Tesla Energy Operations Inc.
91074,120619,"Brooklyn SolarWorks, LLC"
91075,175207,
91076,111828,QwikSolar
91077,175546,1st Light Energy
91078,143490,"Solcius, LLC"
91079,168632,"Taitem Engineering, P.C."
91080,163665,Tesla Energy Operations Inc.
91081,119422,Kasselman Solar LLC
91082,112882,"Accord Power, Inc."
91083,155466,SunRun Inc.
91084,175744,SunPower Capital LLC
91085,132110,"Solcius, LLC"
91086,127050,Sunnova Energy Corp.
91087,150820,Sunrise Energy Corp.
91088,126539,"Solar Liberty Energy Systems, Inc."
91089,127461,SunPower Capital LLC
91090,180451,Kasselman Solar LLC
91091,164694,Griffith Consulting
91092,110583,SunRun Inc.
91093,158045,SunPower Capital LLC
91094,118770,Tesla Energy Operations Inc.
91095,137824,Vivint Solar Development LLC
91096,163033,Sunnova Energy Corp.
91097,181506,Trinity Solar (dba for Trinity Heating and Air)
91098,119988,"Solcius, LLC"
91099,116225,SunPower Capital LLC
91100,164476,SunPower Capital LLC
91101,161892,"Integrity Solar Solutions, LLC"
91102,128985,SunPower Capital LLC
91103,110341,SunPower Capital LLC
91104,180015,"Empire Solar Solutions, LLC"
91105,134545,SunRun Inc.
91106,122914,SunRun Inc.
91107,168919,SunPower Capital LLC
91108,156638,"Brooklyn SolarWorks, LLC"
91109,116397,"Solcius, LLC"
91110,170860,"Sunrise Solar Solutions, LLC"
91111,133760,SunRun Inc.
91112,130797,Vivint Solar Development LLC
91113,178635,SunPower Capital LLC
91114,110325,SunRun Inc.
91115,129116,SunRun Inc.
91116,128360,SunPower Capital LLC
91117,154913,Trinity Solar (dba for Trinity Heating and Air)
91118,109529,
91119,154405,SunPower Capital LLC
91120,160995,SunRun Inc.
91121,159584,"Apex Solar Power, LLC"
91122,108812,Vivint Solar Development LLC
91123,160364,SunRun Inc.
91124,111102,"Paradise Energy Solutions, LLC"
91125,143510,SunPower Capital LLC
91126,122248,Fuze Solar (dba for NJP Consulting Inc.)
91127,179994,"Solar Liberty Energy Systems, Inc."
91128,169242,SunRun Inc.
91129,153859,Vivint Solar Development LLC
91130,170785,SunRun Inc.
91131,149246,"Solcius, LLC"
91132,122122,"Solar Liberty Energy Systems, Inc."
91133,147556,SunPower Capital LLC
91134,160118,SunRun Inc.
91135,114781,SunRun Inc.
91136,112098,"Solar Liberty Energy Systems, Inc."
91137,159024,SunRun Inc.
91138,109226,"Renovus Energy, Inc"
91139,151558,"Renovus Energy, Inc"
91140,163596,SunPower Capital LLC
91141,176890,
91142,156527,SunPower Capital LLC
91143,169925,Sea Bright Solar
91144,117914,SunPower Capital LLC
91145,160929,SunPower Capital LLC
91146,157081,Sea Bright Solar
91147,128649,Vivint Solar Development LLC
91148,154767,SunPower Capital LLC
91149,126026,"You Save Green, Inc"
91150,171030,"SuNation Solar Systems, Inc."
91151,165870,Tesla Energy Operations Inc.
91152,169942,SunPower Capital LLC
91153,118718,SunRun Inc.
91154,170275,"PlugPV, LLC"
91155,115686,"Solcius, LLC"
91156,163095,"Renovus Energy, Inc"
91157,152080,SunRun Inc.
91158,108713,SunRun Inc.
91159,127003,GreenSpark Solar (dba for Sustainable Energy Developments)
91160,162262,SunRun Inc.
91161,158661,SunPower Capital LLC
91162,152424,SunRun Inc.
91163,125793,Tesla Energy Operations Inc.
91164,162489,SunRun Inc.
91165,115220,SunRun Inc.
91166,115942,"SuNation Solar Systems, Inc."
91167,152059,SunRun Inc.
91168,118325,SunRun Inc.
91169,164809,
91170,149221,SunPower Capital LLC
91171,178006,
91172,174944,"Solcius, LLC"
91173,111116,SunPower Capital LLC
91174,166907,Kamtech Restoration Corp
91175,166602,Halco Renewable Energy (dba for Halcyon)
91176,175301,SunRun Inc.
91177,117320,SunRun Inc.
91178,120559,Kamtech Restoration Corp
91179,135886,SunRun Inc.
91180,126990,New York State Solar Farm
91181,120081,SunRun Inc.
91182,114395,Venture Home Solar LLC
91183,159378,SunPower Capital LLC
91184,153663,"PlugPV, LLC"
91185,174170,SunPower Capital LLC
91186,123007,New York State Solar Farm
91187,173197,Grid City Electric Corp
91188,153619,"Solar Energy Systems, LLC"
91189,160399,SunRun Inc.
91190,153317,SunRun Inc.
91191,115753,"Empire Solar Solutions, LLC"
91192,159517,"EmPower CES, LLC"
91193,113942,"Taitem Engineering, P.C."
91194,144645,Kasselman Solar LLC
91195,181183,"Paradise Energy Solutions, LLC"
91196,178608,SunPower Capital LLC
91197,139502,SunRun Inc.
91198,110464,Tesla Energy Operations Inc.
91199,163790,Kasselman Solar LLC
91200,112799,Harvest Power
91201,122166,SunPower Capital LLC
91202,136712,"Solcius, LLC"
91203,152628,"PlugPV, LLC"
91204,173238,SunRun Inc.
91205,152392,"SuNation Solar Systems, Inc."
91206,160827,SunRun Inc.
91207,114613,Vivint Solar Development LLC
91208,134273,Sunnova Energy Corp.
91209,153915,SunPower Capital LLC
91210,120664,"Crest Solar, LLC"
91211,165736,SunRun Inc.
91212,157690,"SuNation Solar Systems, Inc."
91213,166424,"Solcius, LLC"
91214,168766,Venture Home Solar LLC
91215,160667,
91216,126646,"Solar Liberty Energy Systems, Inc."
91217,118798,"SuNation Solar Systems, Inc."
91218,152699,Tesla Energy Operations Inc.
91219,178829,"SuNation Solar Systems, Inc."
91220,115879,SunRun Inc.
91221,135172,"Monolith Solar Associates, LLC"
91222,165951,SunPower Capital LLC
91223,160799,"SuNation Solar Systems, Inc."
91224,166342,SunRun Inc.
91225,111378,Vivint Solar Development LLC
91226,126885,Grid City Electric Corp
91227,174505,Momentum Solar (dba for Pro Custom Solar LLC)
91228,126006,SunPower Capital LLC
91229,177068,Venture Home Solar LLC
91230,115590,SunPower Capital LLC
91231,180177,SunRun Inc.
91232,120371,Eiger 3970 Consultants Inc.
91233,162514,SunRun Inc.
91234,127816,SunRun Inc.
91235,112618,SunRun Inc.
91236,137775,Vivint Solar Development LLC
91237,175119,
91238,142729,SunPower Capital LLC
91239,180204,Tesla Energy Operations Inc.
91240,116488,SunRun Inc.
91241,160228,SunRun Inc.
91242,110536,SunPower Capital LLC
91243,111196,Venture Home Solar LLC
91244,179445,SunRun Inc.
91245,165604,SunRun Inc.
91246,169641,Helio Energy Inc
91247,126817,SunRun Inc.
91248,128419,"Empire Solar Solutions, LLC"
91249,162321,"Empire Solar Solutions, LLC"
91250,135130,Tesla Energy Operations Inc.
91251,152812,"Brooklyn SolarWorks, LLC"
91252,135747,"Solcius, LLC"
91253,118477,"ETM Solar Works, Inc."
91254,118871,CIR Electrical Construction Corp.
91255,175617,"Solcius, LLC"
91256,118228,SunRun Inc.
91257,114488,Vivint Solar Development LLC
91258,148352,SunPower Capital LLC
91259,127639,Downstream Construction
91260,115231,
91261,160263,"Solar Liberty Energy Systems, Inc."
91262,133652,"Apex Solar Power, LLC"
91263,118597,Vivint Solar Development LLC
91264,180610,"Renovus Energy, Inc"
91265,179776,"PlugPV, LLC"
91266,114699,Vivint Solar Development LLC
91267,126805,Tesla Energy Operations Inc.
91268,165125,Kamtech Restoration Corp
91269,165206,SunRun Inc.
91270,167149,SunPower Capital LLC
91271,156146,"Solar Liberty Energy Systems, Inc."
91272,171803,"SuNation Solar Systems, Inc."
91273,161059,"SuNation Solar Systems, Inc."
91274,126913,SunPower Capital LLC
91275,123287,"SuNation Solar Systems, Inc."
91276,117676,SunRun Inc.
91277,116016,SunPower Capital LLC
91278,113584,Tesla Energy Operations Inc.
91279,115416,"Bright Power, Inc."
91280,141890,BUILT WELL SOLAR CORP
91281,161904,"Brooklyn SolarWorks, LLC"
91282,179847,SunRun Inc.
91283,154871,SunRun Inc.
91284,119484,Tesla Energy Operations Inc.
91285,153123,Tesla Energy Operations Inc.
91286,120302,Vivint Solar Development LLC
91287,122692,Tesla Energy Operations Inc.
91288,177640,SunPower Capital LLC
91289,110308,"Solar Liberty Energy Systems, Inc."
91290,174010,SunRun Inc.
91291,154973,SunRun Inc.
91292,122359,SunRun Inc.
91293,149676,
91294,115074,SunRun Inc.
91295,128401,"Solcius, LLC"
91296,153529,SunRun Inc.
91297,171709,"PlugPV, LLC"
91298,156580,Trinity Solar (dba for Trinity Heating and Air)
